"path","ok","status","exit_code","error"
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\_venv\via_image\share\jupyter\labextensions\jupyterlab-plotly\static\remoteEntry.b2077f01f9b03ba2c63d.js","True","OK_NODE_CHECK","0",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\_venv\via_image\share\jupyter\labextensions\jupyterlab-plotly\static\style.js","True","OK_NODE_CHECK","0",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\_venv\via_ml\Lib\site-packages\sklearn\utils\_repr_html\estimator.js","True","OK_NODE_CHECK","0",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\_venv\via_vrn_m01_test\Lib\site-packages\urllib3\contrib\emscripten\emscripten_fetch_worker.js","True","OK_NODE_CHECK","0",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\_venv\via_image\Lib\site-packages\matplotlib\backends\web_backend\js\mpl.js","True","OK_NODE_CHECK","0",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\_venv\via_image\Lib\site-packages\matplotlib\backends\web_backend\js\mpl_tornado.js","True","OK_NODE_CHECK","0",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\_venv\via_image\Lib\site-packages\matplotlib\backends\web_backend\js\nbagg_mpl.js","True","OK_NODE_CHECK","0",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\_envs\via_operation_optimizer_2026\Lib\site-packages\pip\_vendor\urllib3\contrib\emscripten\emscripten_fetch_worker.js","True","OK_NODE_CHECK","0",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\_venv\via_amd_cpu\Lib\site-packages\pip\_vendor\urllib3\contrib\emscripten\emscripten_fetch_worker.js","True","OK_NODE_CHECK","0",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\_venv\via_image\Lib\site-packages\pip\_vendor\urllib3\contrib\emscripten\emscripten_fetch_worker.js","True","OK_NODE_CHECK","0",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\_venv\via_ml\Lib\site-packages\pip\_vendor\urllib3\contrib\emscripten\emscripten_fetch_worker.js","True","OK_NODE_CHECK","0",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\_venv\via_ocr\Lib\site-packages\pip\_vendor\urllib3\contrib\emscripten\emscripten_fetch_worker.js","True","OK_NODE_CHECK","0",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\_venv\via_vrn_m01_test\Lib\site-packages\pip\_vendor\urllib3\contrib\emscripten\emscripten_fetch_worker.js","True","OK_NODE_CHECK","0",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_u8j_u8l_mops_browser_session_runs\U8J_U8L_MOPS_BROWSER_SESSION_20260511_153958\.venv_u8j_browser\Lib\site-packages\playwright\driver\package\cli.js","True","OK_NODE_CHECK","0",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_u8j_u8l_mops_browser_session_runs\U8J_U8L_MOPS_BROWSER_SESSION_20260511_153958\.venv_u8j_browser\Lib\site-packages\playwright\driver\package\index.js","True","OK_NODE_CHECK","0",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_u8j_u8l_mops_browser_session_runs\U8J_U8L_MOPS_BROWSER_SESSION_20260511_153958\.venv_u8j_browser\Lib\site-packages\urllib3\contrib\emscripten\emscripten_fetch_worker.js","True","OK_NODE_CHECK","0",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_u8j_u8l_mops_browser_session_runs\U8J_U8L_MOPS_BROWSER_SESSION_20260511_203057\.venv_u8j_browser\Lib\site-packages\playwright\driver\package\cli.js","True","OK_NODE_CHECK","0",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_u8j_u8l_mops_browser_session_runs\U8J_U8L_MOPS_BROWSER_SESSION_20260511_203057\.venv_u8j_browser\Lib\site-packages\playwright\driver\package\index.js","True","OK_NODE_CHECK","0",""
